,news,link
66,Depremde İstanbul'da en riskli ilçeleri | İstanbul deprem deprem riskli ve dayanıklı semtleri nedir?,news.google.com/./articles/CBMitwFodHRwczovL3d3dy5oYWJlcnR1cmsuY29tL2lzdGFuYnVsLWRlcHJlbWUtZGF5YW5pa2xpLW9sYW4tc2VtdGxlci1kZXByZW0tcmlzay1oYXJpdGFzaS1pbGUtaXN0YW5idWwtZGEtZGVwcmVtZS1kYXlhbmlrbGktb3J0YS1kYXlhbmlrbGktdmUtcmlza2xpLWJvbGdlbGVyLXZlLWlsY2VsZXItaGFuZ2lsZXJpLTM1NjU2MTXSAbkBaHR0cHM6Ly9tLmhhYmVydHVyay5jb20vaXN0YW5idWwtZGVwcmVtZS1kYXlhbmlrbGktb2xhbi1zZW10bGVyLWRlcHJlbS1yaXNrLWhhcml0YXNpLWlsZS1pc3RhbmJ1bC1kYS1kZXByZW1lLWRheWFuaWtsaS1vcnRhLWRheWFuaWtsaS12ZS1yaXNrbGktYm9sZ2VsZXItdmUtaWxjZWxlci1oYW5naWxlcmktMzU2NTYxNS1hbXA?hl=tr&gl=TR&ceid=TR%3Atr
67,"Kadıköy deprem risk haritası: Kadıköy deprem bölgesi mi, fay hattı geçiyor mu? Kadıköy depreme dayanaklı ve...",news.google.com/./articles/CBMitgFodHRwczovL3d3dy5oYWJlcnR1cmsuY29tL2thZGlrb3ktZGVwcmVtLWhhcml0YXNpLWthZGlrb3ktZGVwcmVtLWJvbGdlc2ktbWktZmF5LWhhdHRpLWdlY2l5b3ItbXUta2FkaWtveS1kZXByZW1lLWRheWFuYWtsaS12ZS1yaXNrbGktYm9sZ2VsZXItbmVyZWxlci1pc3RlLWthZGlrb3ktcmlzay1yYXBvcnUtMzU2NTk0M9IBuAFodHRwczovL20uaGFiZXJ0dXJrLmNvbS9rYWRpa295LWRlcHJlbS1oYXJpdGFzaS1rYWRpa295LWRlcHJlbS1ib2xnZXNpLW1pLWZheS1oYXR0aS1nZWNpeW9yLW11LWthZGlrb3ktZGVwcmVtZS1kYXlhbmFrbGktdmUtcmlza2xpLWJvbGdlbGVyLW5lcmVsZXItaXN0ZS1rYWRpa295LXJpc2stcmFwb3J1LTM1NjU5NDMtYW1w?hl=tr&gl=TR&ceid=TR%3Atr
68,"Depremzedelere 15 bin TL deprem yardım parası ne zaman verilecek, kimler alabilecek? 15 bin TL taşınma yardımı başvurusu nasıl yapılır, şartları neler?",news.google.com/./articles/CBMipAFodHRwczovL3d3dy5zYWJhaC5jb20udHIvZ2FsZXJpL3lhc2FtLzE1LWJpbi10bC1kZXByZW0teWFyZGltaS1iYXN2dXJ1c3UtbmFzaWwteWFwaWxpci1raW1sZXJlLXZlcmlsZWNlay1kZXByZW16ZWRlbGVyZS0xNS1iaW4tdGwtdGFzaW5tYS15YXJkaW1pLW5lLXphbWFuLXZlcmlsZWNla9IBpgFodHRwczovL20uc2FiYWguY29tLnRyL2dhbGVyaS95YXNhbS8xNS1iaW4tdGwtZGVwcmVtLXlhcmRpbWktYmFzdnVydXN1LW5hc2lsLXlhcGlsaXIta2ltbGVyZS12ZXJpbGVjZWstZGVwcmVtemVkZWxlcmUtMTUtYmluLXRsLXRhc2lubWEteWFyZGltaS1uZS16YW1hbi12ZXJpbGVjZWsvYW1w?hl=tr&gl=TR&ceid=TR%3Atr
69,Dünya medyasından deprem analizi: Erdoğan ters tepkiyle karşı karşıya,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2R1bnlhL2R1bnlhLW1lZHlhc2luZGFuLWRlcHJlbS1hbmFsaXppLWVyZG9nYW4tdGVycy10ZXBraXlsZS1rYXJzaS1rYXJzaXlhLTc1OTA5ODgv0gF1aHR0cHM6Ly93d3cuc296Y3UuY29tLnRyLzIwMjMvZHVueWEvZHVueWEtbWVkeWFzaW5kYW4tZGVwcmVtLWFuYWxpemktZXJkb2dhbi10ZXJzLXRlcGtpeWxlLWthcnNpLWthcnNpeWEtNzU5MDk4OC9hbXAv?hl=tr&gl=TR&ceid=TR%3Atr
70,SON DAKİKA: İstanbul diri fay hattı ve deprem risk haritası açıklandı! İşte deprem tarihi: 1509 ve 1766 yıllarına dikkat! - Son Dakika İstanbul Depremi Ne Zaman Haberleri,news.google.com/./articles/CBMilQFodHRwczovL3d3dy5zYWJhaC5jb20udHIvZ2FsZXJpL2Vrb25vbWkvc29uLWRha2lrYS1pc3RlLWlzdGFuYnVsLWRlcHJlbS1oYXJpdGFzaS12ZS1kaXJpLWZheS1oYXR0aS1pc3RhbmJ1bC1kZXByZW0tdGFyaWhpLWJvbGdlbGVyaS1pbGUtcmlzay1oYXJpdGFzadIBlwFodHRwczovL20uc2FiYWguY29tLnRyL2dhbGVyaS9la29ub21pL3Nvbi1kYWtpa2EtaXN0ZS1pc3RhbmJ1bC1kZXByZW0taGFyaXRhc2ktdmUtZGlyaS1mYXktaGF0dGktaXN0YW5idWwtZGVwcmVtLXRhcmloaS1ib2xnZWxlcmktaWxlLXJpc2staGFyaXRhc2kvYW1w?hl=tr&gl=TR&ceid=TR%3Atr
71,Son Dakika... Malatya'da korkutan deprem!,news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL3R1cmtpeWUvc29uLWRha2lrYS1tYWxhdHlhZGEta29ya3V0YW4tZGVwcmVtLTIwNTI0NTTSAVZodHRwczovL3d3dy5jdW1odXJpeWV0LmNvbS50ci9hbXAvdHVya2l5ZS9zb24tZGFraWthLW1hbGF0eWFkYS1rb3JrdXRhbi1kZXByZW0tMjA1MjQ1NA?hl=tr&gl=TR&ceid=TR%3Atr
72,Deprem anına ait çarpıcı görüntü! Arama kurtarma ekipleri enkaz başında yakalandı,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3Lm15bmV0LmNvbS9kZXByZW0tYW5pbmEtYWl0LWNhcnBpY2ktZ29ydW50dS1hcmFtYS1rdXJ0YXJtYS1la2lwbGVyaS1lbmthei1iYXNpbmRhLXlha2FsYW5kaS0xMTAxMDcwOTc3ODjSAXdodHRwczovL3d3dy5teW5ldC5jb20vYW1wL2RlcHJlbS1hbmluYS1haXQtY2FycGljaS1nb3J1bnR1LWFyYW1hLWt1cnRhcm1hLWVraXBsZXJpLWVua2F6LWJhc2luZGEteWFrYWxhbmRpLTExMDEwNzA5Nzc4OA?hl=tr&gl=TR&ceid=TR%3Atr
73,Kahramanmaraş merkezli depremlerde can kaybı 36 bini aştı,news.google.com/./articles/CBMidmh0dHBzOi8vd3d3Lm50di5jb20udHIvZ2FsZXJpL3R1cmtpeWUva2FocmFtYW5tYXJhcy1tZXJrZXpsaS1kZXByZW1sZXJkZS1jYW4ta2F5YmktMzYtYmluaS1hc3RpLHdVVkRMMmgwNmtHTWpiemtfeXNpM1HSAXpodHRwczovL3d3dy5udHYuY29tLnRyL2FtcC9nYWxlcmkvdHVya2l5ZS9rYWhyYW1hbm1hcmFzLW1lcmtlemxpLWRlcHJlbWxlcmRlLWNhbi1rYXliaS0zNi1iaW5pLWFzdGksd1VWREwyaDA2a0dNamJ6a195c2kzUQ?hl=tr&gl=TR&ceid=TR%3Atr
74,Nusret Gökçe'den deprem bölgesine yardım,news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3Lm50di5jb20udHIvbi1saWZlL21hZ2F6aW4vbnVzcmV0LWdva2NlZGVuLWRlcHJlbS1ib2xnZXNpbmV5YXJkaW0sVnhlNDctQzdJMG1BbFhEZG1ZaEo2d9IBZ2h0dHBzOi8vd3d3Lm50di5jb20udHIvYW1wL24tbGlmZS9tYWdhemluL251c3JldC1nb2tjZWRlbi1kZXByZW0tYm9sZ2VzaW5leWFyZGltLFZ4ZTQ3LUM3STBtQWxYRGRtWWhKNnc?hl=tr&gl=TR&ceid=TR%3Atr
75,Deprem son dakika: Türkiye'yi sarsan felaketin 11. gününde son durum! Can kaybı ve yaralı sayısı 16 Şubat 2023,news.google.com/./articles/CBMijQFodHRwczovL3d3dy5oYWJlcnR1cmsuY29tL2RlcHJlbS1zb24tZGFraWthLXR1cmtpeWUteWktc2Fyc2FuLWZlbGFrZXRpbi0xMS1ndW51bmRlLXNvbi1kdXJ1bS1jYW4ta2F5YmktdmUteWFyYWxpLXNheWlzaS0xNi1zdWJhdC0yMDIzLTM1NjYwNjXSAY8BaHR0cHM6Ly9tLmhhYmVydHVyay5jb20vZGVwcmVtLXNvbi1kYWtpa2EtdHVya2l5ZS15aS1zYXJzYW4tZmVsYWtldGluLTExLWd1bnVuZGUtc29uLWR1cnVtLWNhbi1rYXliaS12ZS15YXJhbGktc2F5aXNpLTE2LXN1YmF0LTIwMjMtMzU2NjA2NS1hbXA?hl=tr&gl=TR&ceid=TR%3Atr
76,Cem Seymen'den 'deprem' istifası: CNN Türk'ün tavrı ortada...,news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9jZW0tc2V5bWVuZGVuLWRlcHJlbS1pc3RpZmFzaS1jbm4tdHVya3VuLXRhdnJpLW9ydGFkYS1oYWJlci0xNjAzOTg20gFmaHR0cHM6Ly93d3cuZ2F6ZXRlZHV2YXIuY29tLnRyL2FtcC9jZW0tc2V5bWVuZGVuLWRlcHJlbS1pc3RpZmFzaS1jbm4tdHVya3VuLXRhdnJpLW9ydGFkYS1oYWJlci0xNjAzOTg2?hl=tr&gl=TR&ceid=TR%3Atr
77,İstanbul'da beklenen depremin büyüklüğü ne olacak? Naci Görür açıkladı,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL3R1cmtpeWUvaXN0YW5idWxkYS1iZWtsZW5lbi1kZXByZW1pbi1idXl1a2x1Z3UtbmUtb2xhY2FrLW5hY2ktZ29ydXItYWNpa2xhZGktMjA1MjE4NNIBdmh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL2FtcC90dXJraXllL2lzdGFuYnVsZGEtYmVrbGVuZW4tZGVwcmVtaW4tYnV5dWtsdWd1LW5lLW9sYWNhay1uYWNpLWdvcnVyLWFjaWtsYWRpLTIwNTIxODQ?hl=tr&gl=TR&ceid=TR%3Atr
78,Kahramanmaraş deprem anında böyle karanlığa gömüldü!,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9ndW5kZW0va2FocmFtYW5tYXJhcy1kZXByZW0tYW5pbmRhLWJveWxlLWthcmFubGlnYS1nb211bGR1Z3UtNDIyMjA0OTbSAWVodHRwczovL3d3dy5odXJyaXlldC5jb20udHIvYW1wL2d1bmRlbS9rYWhyYW1hbm1hcmFzLWRlcHJlbS1hbmluZGEtYm95bGUta2FyYW5saWdhLWdvbXVsZHVndS00MjIyMDQ5Ng?hl=tr&gl=TR&ceid=TR%3Atr
79,Ülkeyi ayağa kaldıran yorum: Ünlü DJ’in deprem ve Türkiye sözleri tepki çekti,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2R1bnlhL3Vsa2V5aS1heWFnYS1rYWxkaXJhbi15b3J1bS11bmx1LWRqaW4tZGVwcmVtLXZlLXR1cmtpeWUtc296bGVyaS10ZXBraS1jZWt0aS03NTkxNTAxL9IBfGh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2R1bnlhL3Vsa2V5aS1heWFnYS1rYWxkaXJhbi15b3J1bS11bmx1LWRqaW4tZGVwcmVtLXZlLXR1cmtpeWUtc296bGVyaS10ZXBraS1jZWt0aS03NTkxNTAxL2FtcC8?hl=tr&gl=TR&ceid=TR%3Atr
80,"Deprem bölgesinde, afet gününden bu yana 4 bin 627 bebek doğdu",news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2d1bnVuLWljaW5kZW4vZGVwcmVtLWJvbGdlc2luZGUtYWZldC1ndW51bmRlbi1idS15YW5hLTQtYmluLTYyNy1iZWJlay1kb2dkdS03NTkzODY2L9IBAA?hl=tr&gl=TR&ceid=TR%3Atr
81,Dünya evine girdikleri gün depremde hayatlarını kaybettiler,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9ndW5kZW0vZHVueWEtZXZpbmUtZ2lyZGlrbGVyaS1ndW4tZGVwcmVtZGUtaGF5YXRsYXJpbmkta2F5YmV0dGlsZXItNDIyMjA4NTTSAWtodHRwczovL3d3dy5odXJyaXlldC5jb20udHIvYW1wL2d1bmRlbS9kdW55YS1ldmluZS1naXJkaWtsZXJpLWd1bi1kZXByZW1kZS1oYXlhdGxhcmluaS1rYXliZXR0aWxlci00MjIyMDg1NA?hl=tr&gl=TR&ceid=TR%3Atr
82,Son dakika: Kahreden tablo! Depremde 50 yakınını kaybetti - Deprem Haberleri,news.google.com/./articles/CBMiWWh0dHBzOi8vd3d3LmhhYmVydHVyay5jb20vc29uLWRha2lrYS1rYWhyZWRlbi10YWJsby1kZXByZW1kZS01MC15YWtpbmluaS1rYXliZXR0aS0zNTY2MjA10gFbaHR0cHM6Ly9tLmhhYmVydHVyay5jb20vc29uLWRha2lrYS1rYWhyZWRlbi10YWJsby1kZXByZW1kZS01MC15YWtpbmluaS1rYXliZXR0aS0zNTY2MjA1LWFtcA?hl=tr&gl=TR&ceid=TR%3Atr
83,"SGK, 'deprem' tedbirlerini açıkladı: 4 başlıkta uygulanacak",news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmJpcmd1bi5uZXQvaGFiZXIvc2drLWRlcHJlbS10ZWRiaXJsZXJpbmktYWNpa2xhZGktNC1iYXNsaWt0YS11eWd1bGFuYWNhay00MjE2NjnSAV9odHRwczovL3d3dy5iaXJndW4ubmV0L2FtcC9oYWJlci9zZ2stZGVwcmVtLXRlZGJpcmxlcmluaS1hY2lrbGFkaS00LWJhc2xpa3RhLXV5Z3VsYW5hY2FrLTQyMTY2OQ?hl=tr&gl=TR&ceid=TR%3Atr
84,Meclis Başkanı Şentop: 200 yıllık büyük depremin yıkıcı tesiriyle karşı karşıyayız,news.google.com/./articles/CBMifWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9ndW5kZW0vbWVjbGlzLWJhc2thbmktc2VudG9wLTIwMC15aWxsaWstYnV5dWstZGVwcmVtaW4teWlraWNpLXRlc2lyaXlsZS1rYXJzaS1rYXJzaXlheWl6LTQyMjIwODcy0gGBAWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9hbXAvZ3VuZGVtL21lY2xpcy1iYXNrYW5pLXNlbnRvcC0yMDAteWlsbGlrLWJ1eXVrLWRlcHJlbWluLXlpa2ljaS10ZXNpcml5bGUta2Fyc2kta2Fyc2l5YXlpei00MjIyMDg3Mg?hl=tr&gl=TR&ceid=TR%3Atr
85,"SON DAKİKA: Gelir İdaresi Başkanlığı: Deprem yardımları vergiden değil, matrahtan düşecek",news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LnNhYmFoLmNvbS50ci9la29ub21pL2dlbGlyLWlkYXJlc2ktYmFza2FubGlnaW5kYW4tZGVwcmVtLWJhZ2lzbGFyaXlsYS1pbGdpbGktYWNpa2xhbWEtNjM2MTc1NNIBa2h0dHBzOi8vbS5zYWJhaC5jb20udHIvZWtvbm9taS9nZWxpci1pZGFyZXNpLWJhc2thbmxpZ2luZGFuLWRlcHJlbS1iYWdpc2xhcml5bGEtaWxnaWxpLWFjaWtsYW1hLTYzNjE3NTQvYW1w?hl=tr&gl=TR&ceid=TR%3Atr
86,Deprem bölgesinde görevli doktor: Gölcük depreminde de ailem enkaz altındaydı,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL3NhZ2xpay9kZXByZW0tYm9sZ2VzaW5kZS1nb3JldmxpLWRva3Rvci1nb2xjdWstZGVwcmVtaW5kZS1kZS1haWxlbS1lbmthei1hbHRpbmRheWRpLTc1OTM5MzAv0gF-aHR0cHM6Ly93d3cuc296Y3UuY29tLnRyLzIwMjMvc2FnbGlrL2RlcHJlbS1ib2xnZXNpbmRlLWdvcmV2bGktZG9rdG9yLWdvbGN1ay1kZXByZW1pbmRlLWRlLWFpbGVtLWVua2F6LWFsdGluZGF5ZGktNzU5MzkzMC9hbXAv?hl=tr&gl=TR&ceid=TR%3Atr
87,Deprem sonrası enkazda doğan ‘mucize bebek’ için güvenlik seferberliği,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2R1bnlhL2RlcHJlbS1zb25yYXNpLWVua2F6ZGEtZG9nYW4tbXVjaXplLWJlYmVrLWljaW4tZ3V2ZW5saWstc2VmZXJiZXJsaWdpLTc1OTI3NTQv0gF1aHR0cHM6Ly93d3cuc296Y3UuY29tLnRyLzIwMjMvZHVueWEvZGVwcmVtLXNvbnJhc2ktZW5rYXpkYS1kb2dhbi1tdWNpemUtYmViZWstaWNpbi1ndXZlbmxpay1zZWZlcmJlcmxpZ2ktNzU5Mjc1NC9hbXAv?hl=tr&gl=TR&ceid=TR%3Atr
88,DEPREM SON DAKİKA Haberi: Kahramanmaraş deprem ölü sayısı kaç oldu? 15 Şubat AFAD açıklaması ile depremde vefat sayısı kaç ve kaç bina yıkıldı?,news.google.com/./articles/CBMilAFodHRwczovL3d3dy5zYWJhaC5jb20udHIvZ2FsZXJpL3lhc2FtL2RlcHJlbS1zb24tZGFraWthLWthaHJhbWFubWFyYXMtZGVwcmVtLW9sdS1zYXlpc2kteXVrc2VsaXlvci1idXl1ay1kZXByZW1kZS12ZWZhdC1zYXlpc2kta2FjLW9sZHUtYWZhZC1kdXl1cmR10gGWAWh0dHBzOi8vbS5zYWJhaC5jb20udHIvZ2FsZXJpL3lhc2FtL2RlcHJlbS1zb24tZGFraWthLWthaHJhbWFubWFyYXMtZGVwcmVtLW9sdS1zYXlpc2kteXVrc2VsaXlvci1idXl1ay1kZXByZW1kZS12ZWZhdC1zYXlpc2kta2FjLW9sZHUtYWZhZC1kdXl1cmR1L2FtcA?hl=tr&gl=TR&ceid=TR%3Atr
89,"Malatya'da 4,7 büyüklüğünde deprem",news.google.com/./articles/CBMiRmh0dHBzOi8vd3d3LmJpcmd1bi5uZXQvaGFiZXIvbWFsYXR5YS1kYS00LTctYnV5dWtsdWd1bmRlLWRlcHJlbS00MjE3MTDSAUpodHRwczovL3d3dy5iaXJndW4ubmV0L2FtcC9oYWJlci9tYWxhdHlhLWRhLTQtNy1idXl1a2x1Z3VuZGUtZGVwcmVtLTQyMTcxMA?hl=tr&gl=TR&ceid=TR%3Atr
90,Kahramanmaraş'ta Ebrar Sitesi'nden can kaybı 250'yi aştı! 'Deprem bitmeden binalar yıkılmaya başlamıştı',news.google.com/./articles/CBMijgFodHRwczovL3d3dy5odXJyaXlldC5jb20udHIvZ3VuZGVtL2thaHJhbWFubWFyYXN0YS1lYnJhci1zaXRlc2luZGVuLWNhbi1rYXliaS0yNTB5aS1hc3RpLWRlcHJlbS1iaXRtZWRlbi1iaW5hbGFyLXlpa2lsbWF5YS1iYXNsYW1pc3RpLTQyMjIwNjcx0gGSAWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9hbXAvZ3VuZGVtL2thaHJhbWFubWFyYXN0YS1lYnJhci1zaXRlc2luZGVuLWNhbi1rYXliaS0yNTB5aS1hc3RpLWRlcHJlbS1iaXRtZWRlbi1iaW5hbGFyLXlpa2lsbWF5YS1iYXNsYW1pc3RpLTQyMjIwNjcx?hl=tr&gl=TR&ceid=TR%3Atr
91,"Deprem bölgesinden kaldırılan molozlar nereye atılıyor, kim karar veriyor?",news.google.com/./articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20vdHVya2NlL2FydGljbGVzL2N3MGVyMnAzOXdlb9IBNGh0dHBzOi8vd3d3LmJiYy5jb20vdHVya2NlL2FydGljbGVzL2N3MGVyMnAzOXdlby5hbXA?hl=tr&gl=TR&ceid=TR%3Atr
92,Turizm şirketinden skandal Türkiye yorumu: Deprem yüzünden…,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2R1bnlhL3R1cml6bS1zaXJrZXRpbmRlbi1za2FuZGFsLXR1cmtpeWUteW9ydW11LWRlcHJlbS15dXp1bmRlbi03NTkxMDYyL9IBamh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2R1bnlhL3R1cml6bS1zaXJrZXRpbmRlbi1za2FuZGFsLXR1cmtpeWUteW9ydW11LWRlcHJlbS15dXp1bmRlbi03NTkxMDYyL2FtcC8?hl=tr&gl=TR&ceid=TR%3Atr
93,Deprem sonrası hastane bahçesinde yarıklar oluştu,news.google.com/./articles/CBMiXWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9ndW5kZW0vZGVwcmVtLXNvbnJhc2ktaGFzdGFuZS1iYWhjZXNpbmRlLXlhcmlrbGFyLW9sdXN0dS00MjIyMDkzM9IBYWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9hbXAvZ3VuZGVtL2RlcHJlbS1zb25yYXNpLWhhc3RhbmUtYmFoY2VzaW5kZS15YXJpa2xhci1vbHVzdHUtNDIyMjA5MzM?hl=tr&gl=TR&ceid=TR%3Atr
94,SON DAKİKA DEPREM | Ölü ve yaralı sayısı kaç oldu 15 Şubat? - Kahramanmaraş depreminde 10. gün son dakika haberleri,news.google.com/./articles/CBMinAFodHRwczovL3d3dy5mb3RvbWFjLmNvbS50ci9oYWJlcmxlci8yMDIzLzAyLzE1L3Nvbi1kYWtpa2EtZGVwcmVtLW9sdS12ZS15YXJhbGktc2F5aXNpLWthYy1vbGR1LTE1LXN1YmF0LWthaHJhbWFubWFyYXMtZGVwcmVtaW5kZS0xMC1ndW4tc29uLWRha2lrYS1oYWJlcmxlcmnSAaABaHR0cHM6Ly93d3cuZm90b21hYy5jb20udHIvaGFiZXJsZXIvMjAyMy8wMi8xNS9zb24tZGFraWthLWRlcHJlbS1vbHUtdmUteWFyYWxpLXNheWlzaS1rYWMtb2xkdS0xNS1zdWJhdC1rYWhyYW1hbm1hcmFzLWRlcHJlbWluZGUtMTAtZ3VuLXNvbi1kYWtpa2EtaGFiZXJsZXJpL2FtcA?hl=tr&gl=TR&ceid=TR%3Atr
95,Deprem bölgesi için doğalgaz açıklaması,news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2d1bmRlbS9kZXByZW0tYm9sZ2VzaS1pY2luLWRvZ2FsZ2F6LWFjaWtsYW1hc2ktNzU5MzE2NS_SAVlodHRwczovL3d3dy5zb3pjdS5jb20udHIvMjAyMy9ndW5kZW0vZGVwcmVtLWJvbGdlc2ktaWNpbi1kb2dhbGdhei1hY2lrbGFtYXNpLTc1OTMxNjUvYW1wLw?hl=tr&gl=TR&ceid=TR%3Atr
96,Hatay'ın deprem öncesi ve sonrası görüntüleri ortaya çıktı,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL3R1cmtpeWUvaGF0YXlpbi1kZXByZW0tb25jZXNpLXZlLXNvbnJhc2ktZ29ydW50dWxlcmktb3J0YXlhLWNpa3RpLTIwNTIzNTDSAQA?hl=tr&gl=TR&ceid=TR%3Atr
97,"Tabak bile kırılmayan binanın müteahhidi konuştu: Her şeyi kuralına göre yaptım, deprem değil bina öldürüyor",news.google.com/./articles/CBMiiwFodHRwczovL3QyNC5jb20udHIvaGFiZXIvdGFiYWstYmlsZS1raXJpbG1heWFuLWJpbmFuaW4tbXV0ZWFoaGlkaS1rb251c3R1LWhlci1zZXlpLWt1cmFsaW5hLWdvcmUteWFwdGltLWRlcHJlbS1kZWdpbC1iaW5hLW9sZHVydXlvciwxMDkyNjI00gGPAWh0dHBzOi8vdDI0LmNvbS50ci9hbXAvaGFiZXIvdGFiYWstYmlsZS1raXJpbG1heWFuLWJpbmFuaW4tbXV0ZWFoaGlkaS1rb251c3R1LWhlci1zZXlpLWt1cmFsaW5hLWdvcmUteWFwdGltLWRlcHJlbS1kZWdpbC1iaW5hLW9sZHVydXlvciwxMDkyNjI0?hl=tr&gl=TR&ceid=TR%3Atr
98,CHP’li vekilden ‘deprem göçü’ uyarısı,news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci8yMDIzL2d1bmRlbS9jaHBsaS12ZWtpbGRlbi1kZXByZW0tZ29jdS11eWFyaXNpLTc1OTM5NDEv0gFUaHR0cHM6Ly93d3cuc296Y3UuY29tLnRyLzIwMjMvZ3VuZGVtL2NocGxpLXZla2lsZGVuLWRlcHJlbS1nb2N1LXV5YXJpc2ktNzU5Mzk0MS9hbXAv?hl=tr&gl=TR&ceid=TR%3Atr
99,Deprem sonrası uluslararası yardımlar ve işbirliği Türk diplomasisini nasıl etkileyecek?,news.google.com/./articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20vdHVya2NlL2FydGljbGVzL2MzZ25uOGVwemc4b9IBNGh0dHBzOi8vd3d3LmJiYy5jb20vdHVya2NlL2FydGljbGVzL2MzZ25uOGVwemc4by5hbXA?hl=tr&gl=TR&ceid=TR%3Atr
100,Süleyman Soylu’nun 2019’da koordine ettiği deprem tatbikatının yapıldığı otelin yıkıldığı iddiası,news.google.com/./articles/CBMieGh0dHBzOi8vdGV5aXQub3JnL2FuYWxpei1zdWxleW1hbi1zb3lsdW51bi0yMDE5ZGEta29vcmRpbmUtZXR0aWdpLWRlcHJlbS10YXRiaWthdGluaW4teWFwaWxkaWdpLW90ZWxpbi15aWtpbGRpZ2ktaWRkaWFzadIBAA?hl=tr&gl=TR&ceid=TR%3Atr
101,Deprem yardımları vergiden düşecek mi? GİB'den son dakika açıklama: AFAD-Kızılay deprem yardımı vergiden...,news.google.com/./articles/CBMijwFodHRwczovL3d3dy5oYWJlcnR1cmsuY29tL2RlcHJlbS15YXJkaW1sYXJpLXZlcmdpZGVuLWR1c2VjZWstbWktZ2liLWRlbi1hY2lrbGFtYS1nZWxkaS1hZmFkLWtpemlsYXktZGVwcmVtLXlhcmRpbWxhcmktdmVyZ2lkZW4tZHVzZXItbWktMzU2NjE5NdIBkQFodHRwczovL20uaGFiZXJ0dXJrLmNvbS9kZXByZW0teWFyZGltbGFyaS12ZXJnaWRlbi1kdXNlY2VrLW1pLWdpYi1kZW4tYWNpa2xhbWEtZ2VsZGktYWZhZC1raXppbGF5LWRlcHJlbS15YXJkaW1sYXJpLXZlcmdpZGVuLWR1c2VyLW1pLTM1NjYxOTUtYW1w?hl=tr&gl=TR&ceid=TR%3Atr
